#	0	2	4	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150	152	154	156	158	160	162	164	166	168	170	172	174	176	178	180	
0	0.434822	-0.174368	-0.00288828	0.108332	-1.10058	-0.453076	-0.689834	-0.308534	-0.445838	-0.880337	-1.33523	-1.15548	-0.790392	0.377986	0.296669	-0.067884	0.378912	1.00083	0.303148	-0.937932	-1.24596	-0.405531	-0.0695908	-0.363631	0.345841	-1.83016	-1.64785	-1.13162	-1.02123	-1.84027	-0.883555	-1.27789	-1.40717	0.0434008	-0.799375	-0.42312	0.340627	0.233421	-0.626509	0.587815	-0.311553	0.294395	0.706668	0.360822	0.868766	1.35978	0.707187	1.41951	-0.11528	1.63905	1.54595	2.32284	2.25465	2.21721	1.61573	1.27958	-0.282234	0.855622	1.20215	1.00781	2.04255	1.20035	1.43817	0.232046	0.574188	1.73192	1.44229	0.769938	0.88711	2.49231	1.60575	1.78561	2.15557	1.57038	2.16449	4.44386	4.40511	3.38616	4.7329	4.34399	3.81409	5.02624	4.38656	2.75411	3.56207	3.44169	3.91998	2.83871	2.7461	3.01412	2.51763	
1	0.372929	0.237983	-0.183705	0.160927	-1.16655	-0.396051	-0.6338	-0.203016	-0.460833	-0.625804	-1.5519	-1.09661	-1.03179	0.515514	0.330525	0.0959996	0.739983	1.12327	0.351093	-0.740193	-1.18624	-0.325268	-0.0934148	-0.367149	0.437124	-1.289	-1.10157	-0.945031	-0.796723	-1.46381	-0.577339	-0.971233	-1.06124	0.537073	-0.412845	0.188441	0.930567	0.885672	-0.175683	0.860674	0.0235351	0.744467	1.44354	1.05294	1.79955	2.79408	1.98793	2.61499	0.688426	2.82419	3.12618	3.59645	3.88581	3.31944	2.93213	2.50644	0.652129	2.00201	2.5211	2.3038	2.81872	2.42712	2.6075	1.67239	1.89181	3.08903	2.85026	1.86775	1.40662	3.55976	2.51209	3.18913	3.40244	3.84912	5.22384	5.8784	5.71458	3.93274	5.98226	5.4872	4.8967	6.01816	5.55812	4.1422	4.7081	4.51772	4.94943	3.72304	3.93477	3.7488	2.96982	
2	0.290347	0.404459	0.0704191	0.436961	-1.13887	-0.768976	-0.589803	-0.21444	0.0999514	-0.714632	-1.21129	-0.865665	-0.789504	0.794467	0.331979	0.0389774	0.573502	1.16543	0.370714	-0.899611	-0.907122	-0.51973	-0.110941	-0.238769	0.28945	-1.39493	-1.83665	-1.1915	-1.29035	-1.53296	-0.92791	-0.82386	-1.47568	-0.239673	-0.648779	-0.0703599	0.481453	0.484235	-0.738162	0.249708	-0.547282	0.286034	0.855283	0.507961	0.44164	1.58322	0.756184	1.25977	-0.180285	1.3491	1.77196	2.40527	2.16378	1.59005	1.57692	1.13073	-0.239874	1.11026	1.19548	1.15475	1.6223	1.20263	1.13118	0.411592	0.203193	1.71131	1.65991	0.497223	0.424898	2.55968	1.6167	1.78006	1.77865	4.57701	3.567	4.05643	4.0598	3.07687	4.30188	4.51475	3.32459	4.81592	3.97723	2.63883	3.27642	3.10034	3.37991	2.30102	2.60069	2.5906	2.23098	
3	1.07027	0.756716	-0.134027	0.239638	-1.32736	-0.305587	-0.846566	-0.382906	-0.325823	-0.545452	-1.19825	-1.15128	-0.556111	0.380315	0.439896	0.135951	0.440863	1.16459	0.65869	-0.907219	-1.01506	-0.313645	0.296472	-0.204268	0.515873	-1.23077	-1.0743	-0.872691	-0.490522	-1.36473	-0.597884	-0.617415	-0.709741	0.973094	-0.0544813	0.476085	1.21063	0.966076	0.0593374	0.931583	0.0697611	0.856492	1.46138	1.0979	1.57776	2.11941	1.12146	2.04981	0.595578	2.06982	1.9823	2.52774	2.57309	1.92968	1.39275	1.23665	-0.0962887	1.06681	1.73786	1.23397	2.04503	1.25615	1.7871	0.648335	0.519543	1.81672	1.55014	0.61034	0.585741	2.60971	1.75491	1.95699	5.96643	4.24914	3.55507	3.82783	4.14727	2.48473	4.07119	4.49126	3.31457	4.66204	4.38111	2.7116	3.57437	3.46894	3.84457	2.53936	2.68209	2.52663	2.43502	
4	1.18358	0.733955	1.0545	0.592371	-1.38975	-0.627942	-0.717843	-0.481585	-0.682764	-0.962708	-1.54806	-1.18148	-0.811174	0.224085	0.191765	-0.542371	0.815194	0.891608	0.64774	-1.16329	-1.23372	-0.444781	-0.0876579	-0.728726	-0.140922	-1.87342	-1.75531	-1.42906	-1.29967	-2.10356	-0.922127	-1.52146	-1.81263	-0.282852	-1.12435	-0.634605	0.00581581	0.429696	-0.521838	0.0107819	-0.65394	0.0403226	0.612955	0.35411	0.790864	1.37971	0.543762	1.34569	-0.161537	1.60748	1.84983	2.41048	2.69146	1.99235	1.51038	1.32208	0.0423041	0.851614	1.7169	1.25637	1.76166	1.26028	1.56531	0.681799	0.636024	1.83683	1.73619	0.930141	0.814984	2.70648	1.84939	5.31924	4.87567	4.64051	3.47896	4.07231	3.71177	2.36807	4.12469	4.49365	3.245	4.78029	4.14549	2.77867	3.01471	2.96742	3.41758	2.57626	2.92437	2.16259	2.29602	
5	1.56529	1.32893	0.755056	0.972355	0.198111	-0.0223354	-0.737538	-0.0395301	-0.408567	-0.876462	-1.32108	-0.828818	-0.648496	0.575108	0.57656	-0.25038	0.910453	1.26613	0.765984	-0.74953	-0.913721	0.063524	0.232881	-0.143286	0.565532	-1.19464	-1.53937	-1.10932	-0.517202	-1.43219	-0.587383	-0.649106	-0.795199	0.400783	-0.194421	0.0866547	0.925847	0.841082	-0.126686	0.961783	0.0193998	0.375127	1.16916	1.14905	1.29971	1.94941	0.930813	1.49809	0.304675	1.58886	1.79038	3.15814	2.5292	2.23828	1.39394	1.20325	0.165912	1.17741	1.80772	1.22294	2.04075	1.58614	1.72167	0.700529	0.983051	2.24195	2.1517	1.14945	0.773569	2.81702	4.12962	5.48921	5.35429	4.5268	3.41193	3.64813	4.13461	2.56324	4.4996	4.41107	3.66179	4.72788	4.60799	3.25579	3.53442	3.88354	4.10347	2.7777	3.29142	3.0008	2.29579	
6	1.41636	1.12645	1.4387	1.23734	-0.0831347	0.491968	0.382301	-0.0327792	-0.282726	-0.858882	-1.34056	-0.969252	-0.760939	0.41722	0.0212334	-0.119175	0.891852	1.09686	0.51138	-0.47698	-1.05011	0.11934	0.0440595	-0.132823	0.456469	-1.24538	-1.41875	-1.23308	-0.970525	-1.27951	-0.53836	-0.843566	-1.17731	0.294581	-0.181828	-0.0942221	0.860667	0.617402	-0.116493	1.01848	-0.112196	0.745471	0.932366	0.637561	1.4609	2.06167	0.985574	1.54528	0.797634	2.4526	1.67971	2.55308	2.8059	2.29604	1.86148	1.2446	0.00767574	1.19943	1.74685	1.36424	2.08927	1.37088	1.73597	0.831127	0.897233	1.97672	1.93108	1.30007	1.09777	3.39081	5.5241	5.25882	4.82467	3.86151	3.12181	3.8429	4.03259	2.57042	4.41443	4.61585	3.702	5.24876	5.04724	3.25322	3.58353	3.79338	4.04334	3.19852	3.70334	3.55432	3.32806	
7	1.23362	0.994248	0.73421	0.597107	-0.295699	0.586261	0.198368	0.923193	0.0821739	-0.588146	-1.32334	-1.21229	-0.924363	0.140422	0.333885	-0.320397	0.385604	0.605707	0.250366	-1.16633	-1.23537	-0.591917	-0.290547	-0.446795	0.254077	-1.60761	-1.57819	-1.21226	-0.839246	-1.57798	-0.550286	-1.07984	-1.3562	0.319086	-0.879	-0.530333	0.31118	0.498437	-0.406193	0.432693	0.095882	0.329795	0.751009	0.665196	0.981703	1.71974	0.745201	1.49084	0.0161241	1.93502	1.30326	2.25904	2.49297	2.27269	1.8102	1.50021	0.460002	1.28635	1.87114	1.14402	1.99395	1.37718	1.52396	0.617523	0.843257	1.94083	1.91168	0.984821	0.46811	7.05296	5.27835	4.82412	4.44697	3.68688	3.17173	3.45096	3.48965	2.65712	4.32706	4.67237	3.6284	4.47677	3.95072	2.9965	3.7241	3.35111	4.08424	3.16378	3.68451	3.67724	3.67822	
8	1.43798	0.812024	1.23495	1.44285	0.0591861	0.487957	0.536926	0.754039	0.317189	0.119733	-1.03901	-1.00836	-1.04833	0.319422	0.176463	-0.303733	0.586319	0.930692	0.561049	-0.938478	-1.00111	-0.286362	0.052731	-0.34878	-0.204839	-1.23531	-1.58664	-1.2559	-1.37512	-1.65578	-0.57835	-0.969021	-0.921417	0.0664171	-0.704	-0.114796	0.584473	0.49307	-0.266608	0.538569	-0.30628	0.271169	0.915834	0.428533	1.08875	1.70205	0.985816	1.31351	0.189164	1.76668	1.51659	2.40323	2.51849	1.94927	1.59042	1.01134	-0.0648447	0.938002	1.47027	1.40994	1.65541	1.84559	1.83279	0.967643	0.805942	1.99832	2.05578	1.63433	5.67975	6.4328	4.95975	4.59022	4.55769	4.16437	3.49947	3.77566	4.26612	2.96136	4.33817	4.51953	3.80246	5.18097	4.94137	3.54088	4.25828	4.20914	5.05556	4.00316	4.19006	4.19987	1.53031	
9	1.9335	1.49763	0.989849	1.31232	0.394442	0.783997	0.768218	0.717391	1.13599	0.611818	0.199968	-0.0919389	-0.626407	0.866747	0.766223	0.58573	1.11903	1.62538	1.14982	-0.402175	-0.342328	0.501158	0.573825	0.120174	0.718416	-0.651157	-0.863649	-0.62252	-0.497862	-0.802486	-0.25718	-0.303887	-0.618549	0.907429	0.330538	0.287775	0.887541	0.470149	0.26675	1.30932	0.237778	0.858149	1.28018	1.02411	1.50738	2.636	1.56232	2.28621	0.214403	2.26532	2.18101	2.53402	3.13558	2.62192	2.23222	1.5533	0.359532	1.18229	2.28321	1.84411	2.24895	1.92681	2.21584	0.802309	0.688552	2.24067	1.96937	4.05244	4.91654	5.45831	3.9716	3.81909	3.92104	3.39225	2.93764	3.66673	3.94271	2.81825	4.4792	4.7571	4.36043	5.36882	5.3896	3.90234	5.00869	4.95373	2.30978	10.7682	18.4243	30.3552	45.6544	
