-63	1.30458
-62	1.11808
-61	0.824413
-60	0.841027
-59	0.785046
-58	0.873335
-57	4.13577
-56	8.54264
-55	25.3446
-54	40.0143
-53	53.2201
-52	65.439
-51	76.6079
-50	87.0488
-49	96.957
-48	104.534
-47	112.434
-46	120.397
-45	128.585
-44	135.788
-43	140.937
-42	145.61
-41	150.076
-40	153.778
-39	157.281
-38	160.068
-37	161.953
-36	162.381
-35	160.579
-34	157.729
-33	153.972
-32	149.66
-31	144.962
-30	140.02
-29	135.098
-28	130.974
-27	128.452
-26	126.266
-25	124.494
-24	123.1
-23	122.166
-22	121.708
-21	121.561
-20	122.071
-19	123.115
-18	123.735
-17	123.656
-16	123.058
-15	121.835
-14	120.014
-13	117.266
-12	113.422
-11	108.304
-10	101.892
-9	94.3573
-8	85.6851
-7	76.3168
-6	66.2766
-5	55.6468
-4	44.4485
-3	32.4569
-2	19.9073
-1	7.98285
0	12.1093
1	24.9383
2	37.1486
3	48.5959
4	59.3687
5	69.5273
6	79.0508
7	87.8173
8	95.9588
9	103.01
10	108.855
11	113.371
12	116.541
13	118.716
14	120.082
15	120.713
16	121.196
17	121.158
18	120.821
19	120.137
20	119.665
21	120.207
22	121.179
23	122.541
24	124.722
25	127.212
26	130.12
27	133.436
28	137.401
29	142.289
30	146.998
31	151.423
32	155.389
33	158.694
34	161.124
35	162.451
36	162.04
37	159.396
38	155.926
39	151.731
40	147.309
41	142.642
42	137.565
43	132.051
44	124.959
45	116.148
46	107.347
47	99.3392
48	91.0692
49	82.2301
50	71.9477
51	61.0392
52	49.3301
53	36.5879
54	23.1769
55	6.1019
56	1.99142
57	1.9038
58	1.95413
59	2.00399
60	1.85321
61	1.8458
62	1.46053
63	0
