-63	1.3248
-62	1.11377
-61	1.02854
-60	2.40947
-59	13.5854
-58	28.0782
-57	42.5292
-56	56.9652
-55	70.5683
-54	83.8029
-53	96.6554
-52	108.409
-51	119.106
-50	128.953
-49	138.178
-48	147.517
-47	156.445
-46	165.382
-45	173.012
-44	177.359
-43	180.534
-42	182.718
-41	184.179
-40	184.957
-39	184.897
-38	184.259
-37	183.138
-36	181.474
-35	178.381
-34	173.422
-33	167.469
-32	160.918
-31	154.041
-30	147.58
-29	142.511
-28	139.752
-27	137.378
-26	135.522
-25	134.024
-24	133.028
-23	132.374
-22	131.96
-21	131.783
-20	131.91
-19	133.123
-18	134.544
-17	135.145
-16	134.921
-15	133.253
-14	130.346
-13	126.154
-12	120.965
-11	114.701
-10	107.441
-9	99.1605
-8	89.9062
-7	79.7225
-6	68.6628
-5	56.799
-4	44.3556
-3	31.262
-2	17.806
-1	4.7322
0	13.9687
1	27.7424
2	41.091
3	53.819
4	66.0186
5	77.5978
6	88.3349
7	98.1923
8	107.095
9	115.056
10	122.015
11	127.904
12	132.773
13	136.582
14	139.18
15	140.647
16	140.935
17	140.555
18	139.468
19	138.306
20	138.3
21	138.583
22	139.177
23	139.979
24	141.034
25	142.545
26	144.351
27	146.507
28	149.001
29	152.842
30	158.297
31	164.186
32	169.826
33	175.102
34	179.645
35	182.913
36	183.887
37	184.459
38	184.413
39	183.89
40	182.631
41	180.662
42	177.991
43	174.497
44	169.882
45	162.551
46	153.504
47	144.515
48	134.921
49	125.646
50	115.831
51	105.347
52	93.9262
53	81.6019
54	68.4694
55	54.5679
56	40.3439
57	26.1419
58	12.9638
59	3.90697
60	3.51297
61	3.29641
62	2.82644
63	0
