-63	0.404102
-62	0.0686203
-61	0.195663
-60	0.386677
-59	0.473766
-58	0.758916
-57	1.00327
-56	1.33466
-55	1.80505
-54	11.4841
-53	27.5198
-52	41.4552
-51	54.3569
-50	66.3793
-49	77.2527
-48	86.9106
-47	95.7181
-46	103.782
-45	111.447
-44	116.431
-43	119.588
-42	122.943
-41	126.506
-40	130.081
-39	133.666
-38	137.299
-37	140.894
-36	143.362
-35	143.612
-34	142.22
-33	139.69
-32	136.139
-31	131.947
-30	127.415
-29	123.006
-28	119.066
-27	115.589
-26	112.107
-25	109.224
-24	107.181
-23	105.804
-22	104.981
-21	104.662
-20	105.229
-19	107.31
-18	109.103
-17	110.708
-16	111.826
-15	112.213
-14	111.763
-13	110.476
-12	108.217
-11	104.714
-10	99.5221
-9	92.8977
-8	85.2252
-7	76.4484
-6	66.7547
-5	56.1654
-4	44.6414
-3	32.0576
-2	18.2902
-1	3.25691
0	13.9646
1	28.1132
2	40.7985
3	52.3697
4	62.9835
5	72.6564
6	81.4253
7	89.1734
8	95.8709
9	101.352
10	105.458
11	108.233
12	110.06
13	110.979
14	111.016
15	110.271
16	108.995
17	107.436
18	105.848
19	104.245
20	103.827
21	104.742
22	106.298
23	108.563
24	111.674
25	115.541
26	119.612
27	123.055
28	126.37
29	130.22
30	134.151
31	137.608
32	140.317
33	141.999
34	142.664
35	141.734
36	139.126
37	135.251
38	131.264
39	127.348
40	123.464
41	119.793
42	116.46
43	113.181
44	108.631
45	100.784
46	92.8677
47	84.2147
48	74.7364
49	64.19
50	52.777
51	40.3177
52	26.5945
53	11.3507
54	1.46903
55	1.39005
56	1.37231
57	1.37871
58	1.46715
59	1.49633
60	1.52949
61	1.36301
62	1.13244
63	0
