-63	1.21464
-62	1.13759
-61	1.1401
-60	1.24303
-59	1.31154
-58	1.33965
-57	1.56519
-56	4.07045
-55	22.762
-54	38.5654
-53	53.1673
-52	66.892
-51	79.2821
-50	89.926
-49	99.3412
-48	107.981
-47	115.962
-46	122.981
-45	127.791
-44	130.961
-43	134.086
-42	137.476
-41	141.124
-40	145.039
-39	148.656
-38	152.5
-37	156.012
-36	158.644
-35	159.885
-34	158.757
-33	156.357
-32	153.077
-31	149.207
-30	144.936
-29	140.96
-28	137.366
-27	133.328
-26	129.487
-25	126.217
-24	123.255
-23	120.974
-22	118.996
-21	117.3
-20	115.873
-19	114.919
-18	115.538
-17	115.946
-16	116
-15	115.45
-14	114.331
-13	112.575
-12	109.895
-11	105.994
-10	100.415
-9	93.3651
-8	85.0632
-7	75.9908
-6	66.1993
-5	55.7532
-4	44.5414
-3	32.4376
-2	19.3301
-1	5.81257
0	12.4246
1	26.5538
2	39.2316
3	50.978
4	61.9134
5	72.0306
6	81.4379
7	90.1814
8	98.1831
9	104.915
10	110.11
11	113.796
12	116.394
13	118.173
14	119.351
15	120.013
16	120.151
17	119.984
18	119.934
19	120.697
20	122.323
21	124.252
22	126.346
23	128.712
24	131.337
25	134.586
26	138.05
27	141.522
28	144.272
29	146.753
30	149.982
31	153.02
32	155.597
33	157.46
34	158.325
35	157.4
36	154.478
37	150.882
38	147.22
39	143.471
40	140.003
41	136.311
42	132.885
43	129.596
44	126.283
45	122.429
46	114.962
47	107.111
48	98.5176
49	89.2535
50	78.8645
51	66.8542
52	53.7067
53	39.5877
54	24.3049
55	6.8052
56	3.72086
57	3.46649
58	3.36083
59	3.20788
60	3.06771
61	2.66475
62	2.24794
63	0
