-63	1.02525
-62	0.821103
-61	0.752934
-60	0.602186
-59	0.557945
-58	0.669464
-57	0.802129
-56	0.810615
-55	0.78018
-54	10.9998
-53	25.1876
-52	38.4366
-51	51.1067
-50	62.8757
-49	73.7713
-48	83.2622
-47	91.9336
-46	99.777
-45	105.287
-44	108.357
-43	110.919
-42	113.743
-41	116.871
-40	120.376
-39	124.069
-38	127.826
-37	131.601
-36	135.407
-35	136.841
-34	136.734
-33	135.334
-32	132.976
-31	130.02
-30	126.55
-29	122.993
-28	120.171
-27	116.887
-26	113.249
-25	109.974
-24	107.245
-23	105.105
-22	103.451
-21	102.312
-20	101.749
-19	102.612
-18	104.161
-17	105.724
-16	106.752
-15	107.136
-14	106.804
-13	105.663
-12	103.552
-11	100.371
-10	95.8035
-9	89.7845
-8	82.5777
-7	74.3417
-6	65.1741
-5	55.0253
-4	43.8978
-3	31.824
-2	18.6317
-1	4.29151
0	11.9614
1	25.3386
2	37.6299
3	48.9299
4	59.2779
5	68.6748
6	77.131
7	84.6266
8	91.0462
9	96.1124
10	99.9647
11	102.693
12	104.492
13	105.387
14	105.506
15	104.868
16	103.67
17	102.173
18	100.674
19	100.11
20	101.014
21	102.804
22	105.229
23	108.27
24	111.782
25	115.784
26	119.755
27	123.059
28	125.442
29	128.569
30	131.537
31	134.125
32	136.001
33	136.843
34	136.558
35	134.908
36	131.417
37	127.416
38	123.488
39	119.604
40	115.883
41	112.305
42	109.101
43	106.176
44	103.162
45	97.6624
46	90.3184
47	81.7791
48	72.4896
49	62.0644
50	50.6633
51	38.3483
52	25.5301
53	12.3067
54	2.18749
55	1.87651
56	1.87121
57	1.72588
58	1.46954
59	1.41759
60	1.38786
61	1.38949
62	1.01673
63	0
