-63	1.71969
-62	2.12643
-61	2.04507
-60	2.17566
-59	2.0348
-58	1.85983
-57	1.78805
-56	1.88025
-55	2.29822
-54	16.7437
-53	30.8054
-52	44.4912
-51	57.2912
-50	69.0292
-49	79.5495
-48	89.6268
-47	98.2565
-46	105.996
-45	113.019
-44	116.427
-43	119.406
-42	122.488
-41	125.92
-40	129.46
-39	133.225
-38	137.07
-37	140.987
-36	145.083
-35	146.736
-34	146.867
-33	145.875
-32	143.936
-31	141.069
-30	137.786
-29	134.184
-28	131.517
-27	127.896
-26	123.838
-25	120.057
-24	116.67
-23	113.655
-22	111.188
-21	109.069
-20	107.638
-19	107.871
-18	108.31
-17	108.784
-16	108.922
-15	108.381
-14	107.255
-13	105.359
-12	102.607
-11	98.8229
-10	93.6358
-9	87.0143
-8	79.4312
-7	70.934
-6	61.6515
-5	51.5975
-4	40.7192
-3	28.977
-2	16.2806
-1	3.01107
0	15.0685
1	27.7611
2	39.5758
3	50.5677
4	60.7408
5	70.1003
6	78.7064
7	86.3989
8	93.1539
9	98.7958
10	103.157
11	106.516
12	109.002
13	110.731
14	111.8
15	112.327
16	112.222
17	112.196
18	112.27
19	112.484
20	114.41
21	116.861
22	119.707
23	122.803
24	126.315
25	129.983
26	133.393
27	135.966
28	137.541
29	139.787
30	141.96
31	143.656
32	144.661
33	145.024
34	144.308
35	142.57
36	138.714
37	134.997
38	131.348
39	127.75
40	124.25
41	120.998
42	117.784
43	114.714
44	111.101
45	104.223
46	96.4606
47	87.8615
48	78.0055
49	67.6912
50	56.0917
51	43.6397
52	30.3787
53	16.6048
54	4.81096
55	4.96753
56	4.69602
57	4.70986
58	4.76458
59	4.61141
60	4.59069
61	4.54685
62	3.83342
63	0
