-63	14.9593
-62	16.1993
-61	17.8458
-60	19.3637
-59	20.7961
-58	22.249
-57	33.1836
-56	49.5909
-55	64.7051
-54	78.7942
-53	91.8976
-52	104.022
-51	115.449
-50	125.694
-49	134.992
-48	143.436
-47	150.924
-46	157.977
-45	164.354
-44	168.008
-43	171.163
-42	174.488
-41	177.663
-40	180.265
-39	182.053
-38	183.194
-37	183.611
-36	183.508
-35	181.553
-34	177.854
-33	173.308
-32	168.155
-31	162.458
-30	156.554
-29	151.032
-28	147.455
-27	143.954
-26	140.884
-25	138.319
-24	136.249
-23	134.815
-22	133.694
-21	132.752
-20	131.945
-19	132.044
-18	132.26
-17	132.101
-16	131.366
-15	129.95
-14	127.851
-13	124.763
-12	120.446
-11	114.916
-10	108.207
-9	100.385
-8	91.5139
-7	81.4806
-6	70.5308
-5	58.9879
-4	46.7816
-3	33.7701
-2	19.856
-1	5.91588
0	13.0501
1	27.1837
2	40.6188
3	53.3537
4	65.4088
5	76.8287
6	87.704
7	97.6224
8	106.375
9	114.09
10	120.67
11	126.034
12	130.111
13	132.988
14	135.112
15	136.543
16	137.334
17	137.884
18	138.13
19	138.133
20	139.211
21	140.496
22	141.727
23	143.175
24	145.076
25	147.491
26	150.224
27	153.274
28	156.295
29	160.346
30	165.116
31	169.854
32	174.34
33	178.493
34	181.947
35	184.325
36	184.172
37	183.497
38	182.101
39	180
40	177.357
41	174.16
42	170.818
43	167.231
44	163.194
45	156.843
46	149.267
47	141.289
48	132.815
49	123.616
50	113.421
51	102.265
52	90.3753
53	77.446
54	63.3765
55	48.5713
56	33.3102
57	22.8374
58	21.3579
59	19.493
60	17.669
61	15.3602
62	12.1293
63	0
