-63	0.764356
-62	0.859257
-61	0.81871
-60	0.848437
-59	0.848767
-58	0.811008
-57	0.841803
-56	0.981531
-55	1.12137
-54	9.15427
-53	23.5416
-52	37.1967
-51	50.2356
-50	62.1501
-49	72.7142
-48	82.5923
-47	88.0322
-46	91.8547
-45	95.6728
-44	99.171
-43	102.002
-42	105.124
-41	108.665
-40	112.449
-39	116.458
-38	120.375
-37	123.134
-36	125.327
-35	125.708
-34	124.79
-33	122.735
-32	119.697
-31	115.906
-30	111.384
-29	106.431
-28	102.428
-27	99.1562
-26	96.9733
-25	95.5591
-24	94.6824
-23	94.3058
-22	94.2914
-21	94.3082
-20	94.6163
-19	95.3581
-18	95.5631
-17	95.955
-16	96.9772
-15	97.4101
-14	97.1773
-13	96.2525
-12	94.423
-11	91.5923
-10	87.5941
-9	82.5505
-8	76.6341
-7	69.5926
-6	61.2269
-5	51.755
-4	41.2185
-3	30.0317
-2	17.9915
-1	4.44334
0	11.5015
1	23.9428
2	35.3749
3	46.0289
4	55.7781
5	64.4409
6	71.8087
7	77.9818
8	83.2368
9	87.5753
10	91.0423
11	93.4955
12	95.1001
13	95.9145
14	95.9579
15	95.4462
16	94.0815
17	93.482
18	93.1537
19	92.7284
20	92.5626
21	93.0075
22	93.8249
23	95.0622
24	96.8935
25	99.2766
26	101.99
27	105.576
28	109.403
29	113.899
30	117.909
31	121.173
32	123.72
33	125.12
34	125.432
35	124.851
36	122.808
37	119.988
38	116.124
39	111.962
40	108.023
41	104.229
42	100.581
43	97.4143
44	94.1354
45	89.5954
46	85.8535
47	80.8501
48	71.6908
49	61.3913
50	49.9379
51	37.2776
52	24.0073
53	10.5278
54	1.1435
55	1.02353
56	1.03824
57	1.01387
58	0.965179
59	1.05173
60	0.866933
61	0.91611
62	0.667278
63	0
