-63	1.03778
-62	1.05552
-61	1.09662
-60	1.06809
-59	0.989359
-58	1.00962
-57	0.839375
-56	1.0528
-55	3.46334
-54	20.9262
-53	35.6377
-52	49.4932
-51	62.2627
-50	73.9892
-49	84.0715
-48	93.0849
-47	101.42
-46	109.575
-45	118.294
-44	125.416
-43	130.836
-42	135.846
-41	140.522
-40	144.929
-39	149.206
-38	153.349
-37	156.747
-36	158.265
-35	157.512
-34	155.556
-33	152.54
-32	148.934
-31	144.855
-30	140.412
-29	135.786
-28	131.898
-27	128.884
-26	126.264
-25	124.102
-24	122.388
-23	121.124
-22	120.393
-21	119.976
-20	120.365
-19	121.112
-18	121.426
-17	121.28
-16	120.669
-15	119.603
-14	117.865
-13	115.323
-12	111.769
-11	106.799
-10	100.264
-9	92.4491
-8	83.8497
-7	74.5615
-6	64.6111
-5	53.9332
-4	42.4696
-3	30.1298
-2	16.7089
-1	2.97853
0	14.5488
1	28.0059
2	40.2217
3	51.5049
4	61.996
5	71.7417
6	80.8267
7	89.2412
8	96.8976
9	103.635
10	108.916
11	112.745
12	115.56
13	117.539
14	118.814
15	119.552
16	119.899
17	120.061
18	120.072
19	119.705
20	119.867
21	120.866
22	122.35
23	124.402
24	127.007
25	130.075
26	133.543
27	136.909
28	140.423
29	144.538
30	148.398
31	151.973
32	154.889
33	156.979
34	158.067
35	157.924
36	155.601
37	151.317
38	146.864
39	142.311
40	137.685
41	132.873
42	127.61
43	121.953
44	114.554
45	105.771
46	97.3257
47	88.9793
48	80.1311
49	69.8509
50	58.4357
51	45.8893
52	32.5903
53	18.5525
54	2.60138
55	2.28767
56	2.34461
57	2.38522
58	2.41446
59	2.38676
60	2.38586
61	2.19753
62	1.89761
63	0
